,INSTNM,CITY,STABBR,HCM2,PREDDEG,HIGHDEG,CONTROL,LOCALE,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,MENONLY,WOMENONLY,RELAFFIL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,DISTANCEONLY,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,PPTUG_EF,CURROPER,NPT4_PUB,NPT4_PRIV,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,NPT41_PRIV,NPT42_PRIV,NPT43_PRIV,NPT44_PRIV,NPT45_PRIV,PCTPELL,RET_FT4_POOLED_SUPP,RET_FTL4_POOLED_SUPP,RET_PT4_POOLED_SUPP,RET_PTL4_POOLED_SUPP,PCTFLOAN,UG25ABV,MD_EARN_WNE_P10,GT_25K_P6,GT_28K_P6,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,C150_L4_POOLED_SUPP,C150_4_POOLED_SUPP
0,Alabama A & M University,Normal,AL,0,3,4,1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,380.0,470.0,370.0,470.0,370.0,457.0,425.0,420.0,414.0,16.0,19.0,14.0,20.0,15.0,18.0,,,18.0,17.0,17.0,,849.0,849.0,0.0448,0.0142,0.0071,0.0,0.0,0.0354,0.0401,0.0,0.1132,0.0896,0.0472,0.0,0.033,0.0,0.0094,0.066,0.0,0.0708,0.0024,0.0,0.0,0.0,0.0,0.0,0.0307,0.0,0.0472,0.0519,0.0377,0.0448,0.0,0.0,0.0,0.0,0.0283,0.0,0.1863,0.0,0.0,4616.0,0.0256,0.9129,0.0076,0.0019,0.0024,0.0017,0.0401,0.0065,0.0013,0.0877,1,15567.0,,15043.0,15491.0,17335.0,19562.0,18865.0,,,,,,0.7039,0.5774,,0.309,,0.7667,0.0859,31000.0,0.45299999999999996,0.431,32750.0,348.16551225731,0.2531554273,,0.2913
1,University of Alabama at Birmingham,Birmingham,AL,0,3,4,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,480.0,640.0,490.0,660.0,,,560.0,575.0,,21.0,28.0,22.0,30.0,19.0,26.0,,,25.0,26.0,23.0,,1125.0,1125.0,0.0,0.0,0.0,0.0005,0.036000000000000004,0.0,0.0131,0.0,0.0748,0.0599,0.0,0.0059,0.0,0.0,0.0158,0.0135,0.0,0.0734,0.009000000000000001,0.0,0.0,0.0,0.005,0.0,0.0212,0.0,0.0766,0.0243,0.0221,0.0365,0.0,0.0,0.0,0.0,0.0392,0.25,0.2072,0.0162,0.0,12047.0,0.5786,0.2626,0.0309,0.0598,0.0028,0.0004,0.0387,0.0179,0.0083,0.2578,1,16475.0,,13849.0,15385.0,18022.0,18705.0,19319.0,,,,,,0.3525,0.8007,,0.5178,,0.5179,0.2363,41200.0,0.669,0.631,21833.0,232.106797835537,0.5139631610000001,,0.5384
2,Amridge University,Montgomery,AL,0,3,4,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0889,0.0,0.0,0.0889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3556,0.0,1.0,293.0,0.157,0.2355,0.0068,0.0,0.0,0.0034,0.0,0.0,0.5973,0.5392,1,,10155.0,,,,,,10155.0,,,,,0.6971,,,,,0.8436,0.8571,39600.0,0.6579999999999999,0.542,22890.0,243.34377329984198,0.23076923079999997,,
3,University of Alabama in Huntsville,Huntsville,AL,0,3,4,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,520.0,660.0,540.0,680.0,,,590.0,610.0,,25.0,31.0,24.0,33.0,23.0,29.0,,,28.0,29.0,26.0,,1257.0,1257.0,0.0,0.0,0.0,0.0,0.0301,0.0,0.0499,0.0,0.0282,0.2702,0.0,0.0151,0.0,0.0,0.0122,0.0,0.0,0.0603,0.0132,0.0,0.0,0.0,0.0113,0.0,0.0226,0.0,0.016,0.0,0.0,0.0188,0.0,0.0,0.0,0.0,0.0264,0.1911,0.225,0.0094,0.0,6346.0,0.7148,0.1131,0.0411,0.0414,0.012,0.0,0.0181,0.0303,0.0292,0.1746,1,19423.0,,15971.0,18016.0,20300.0,21834.0,22059.0,,,,,,0.2949,0.8161,,0.5116,,0.4312,0.2255,46700.0,0.685,0.649,22647.0,240.76043835393298,0.5485090297999999,,0.4905
4,Alabama State University,Montgomery,AL,0,3,4,1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,370.0,460.0,360.0,460.0,,,415.0,410.0,,15.0,19.0,14.0,19.0,15.0,17.0,,,17.0,17.0,16.0,,825.0,825.0,0.0,0.0,0.0,0.0,0.1023,0.0,0.0503,0.0,0.1364,0.0,0.0,0.0,0.0,0.0,0.0114,0.0,0.0,0.0779,0.0146,0.0,0.0,0.0211,0.0,0.0,0.0244,0.0,0.0503,0.1412,0.0633,0.013000000000000001,0.0,0.0,0.0,0.0,0.0487,0.1429,0.0974,0.0049,0.0,4704.0,0.0138,0.9337,0.0111,0.0028,0.0013,0.0004,0.0111,0.0159,0.01,0.0727,1,15037.0,,14111.0,15140.0,17492.0,19079.0,18902.0,,,,,,0.7815,0.6138,,0.5313,,0.8113,0.0974,27700.0,0.39299999999999996,0.35100000000000003,31500.0,334.87675224748904,0.2185867473,,0.2475
5,The University of Alabama,Tuscaloosa,AL,0,3,4,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,490.0,610.0,490.0,620.0,480.0,600.0,550.0,555.0,540.0,23.0,31.0,23.0,33.0,22.0,29.0,7.0,8.0,27.0,28.0,26.0,8.0,1202.0,1202.0,0.0,0.0039,0.0,0.0042,0.102,0.0,0.0098,0.0,0.0782,0.1036,0.0,0.0057,0.0692,0.0,0.0115,0.0,0.0,0.0338,0.009000000000000001,0.0,0.0206,0.0,0.0031,0.0,0.0115,0.0,0.036000000000000004,0.0263,0.0109,0.0362,0.0,0.0,0.0,0.0,0.026000000000000002,0.0988,0.2879,0.0118,0.0,31663.0,0.7841,0.1037,0.0437,0.0118,0.0036,0.0009,0.0297,0.0192,0.0033,0.0819,1,21676.0,,18686.0,20013.0,22425.0,23666.0,24578.0,,,,,,0.1938,0.8637,,0.4308,,0.4007,0.081,44500.0,0.695,0.679,23290.0,247.596176502985,0.6019442985,,0.6793
6,Central Alabama Community College,Alexander City,AL,0,2,2,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0266,0.0082,0.0,0.0,0.1025,0.0,0.0,0.0,0.0,0.2787,0.0,0.0,0.0,0.0,0.0287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0307,0.3176,0.0,0.0,0.1209,0.0861,0.0,0.0,1492.0,0.6877,0.2802,0.0127,0.002,0.004,0.0007,0.0067,0.002,0.004,0.3733,1,9128.0,,8882.0,8647.0,11681.0,11947.0,13868.0,,,,,,0.5109,,0.5666,,0.4554,0.3234,0.263,27700.0,0.466,0.395,9500.0,100.994576074639,0.2510056315,0.2136,
7,Athens State University,Athens,AL,0,3,3,1,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0462,0.0,0.2192,0.0,0.0,0.0,0.0,0.0,0.0346,0.0538,0.0,0.0231,0.0205,0.0,0.0154,0.0154,0.0038,0.0,0.0026,0.0,0.0308,0.0282,0.0,0.0218,0.0,0.0,0.0,0.0,0.0256,0.0064,0.4449,0.0077,0.0,2888.0,0.7784,0.125,0.0215,0.0076,0.0142,0.001,0.0187,0.001,0.0325,0.5817,1,,,,,,,,,,,,,0.4219,,,,,0.6455,0.6774,38700.0,0.653,0.612,18000.0,191.358144141422,0.5038167939,,
8,Auburn University at Montgomery,Montgomery,AL,0,3,4,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,435.0,495.0,445.0,495.0,,,465.0,470.0,,19.0,24.0,19.0,24.0,17.0,22.0,,,22.0,22.0,20.0,,1009.0,1009.0,0.0,0.02,0.0,0.0,0.0601,0.0,0.0,0.0,0.0584,0.0,0.0,0.0033,0.0,0.0,0.0067,0.0117,0.0,0.0534,0.0083,0.0,0.0,0.0501,0.0,0.0,0.015,0.0,0.0668,0.0351,0.0,0.0401,0.0,0.0,0.0,0.0,0.0267,0.2621,0.2705,0.0117,0.0,4171.0,0.5126,0.3627,0.0141,0.0247,0.006,0.001,0.0319,0.0412,0.0058,0.2592,1,15053.0,,13480.0,14114.0,16829.0,17950.0,17022.0,,,,,,0.4405,0.6566,,0.4766,,0.5565,0.2257,33300.0,0.616,0.546,23363.0,248.37224008755797,0.4418886199,,0.2207
9,Auburn University,Auburn,AL,0,3,4,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,530.0,620.0,530.0,640.0,520.0,620.0,575.0,585.0,570.0,24.0,30.0,25.0,32.0,23.0,28.0,7.0,8.0,27.0,29.0,26.0,8.0,1217.0,1217.0,0.0437,0.0133,0.0226,0.0,0.0575,0.0,0.0079,0.0,0.0941,0.1873,0.0,0.0097,0.0337,0.0,0.0088,0.0,0.0,0.0724,0.0097,0.0,0.0267,0.0,0.0014,0.0,0.0093,0.0,0.033,0.0,0.0179,0.0312,0.0,0.0,0.0,0.0,0.0326,0.0667,0.2113,0.009000000000000001,0.0,22095.0,0.8285,0.0673,0.0335,0.0252,0.0052,0.0003,0.0128,0.0214,0.0059,0.0831,1,21984.0,,15591.0,19655.0,23286.0,24591.0,25402.0,,,,,,0.1532,0.9043,,0.7229,,0.32799999999999996,0.0427,48800.0,0.741,0.726,21500.0,228.566672168921,0.7239612977,,0.74
10,Birmingham Southern College,Birmingham,AL,0,3,3,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,500.0,610.0,490.0,570.0,,,555.0,530.0,,23.0,28.0,22.0,29.0,22.0,26.0,,,26.0,26.0,24.0,,1150.0,1150.0,0.0,0.023,0.0,0.0077,0.0268,0.0,0.0,0.0,0.046,0.0077,0.0,0.0077,0.0,0.0,0.023,0.0,0.0,0.1379,0.0498,0.0,0.0383,0.0,0.0307,0.0,0.0575,0.0,0.0728,0.0,0.0,0.0881,0.0,0.0,0.0,0.0,0.1034,0.0,0.2261,0.0536,0.0,1289.0,0.7921,0.1171,0.0217,0.0489,0.006999999999999999,0.0,0.0109,0.0,0.0023,0.0054,1,,23227.0,,,,,,20815.0,19582.0,23126.0,24161.0,25729.0,0.1888,0.8386,,,,0.4729,0.0141,46700.0,0.637,0.618,26045.0,276.88460356462997,0.7559912854,,0.6439
11,Chattahoochee Valley Community College,Phenix City,AL,0,2,2,1,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0498,0.0,0.0,0.0,0.0332,0.0,0.0,0.0,0.0,0.4917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0797,0.0,0.0,0.0,0.0,0.0,0.0,0.0133,0.2326,0.0997,0.0,0.0,1424.0,0.4831,0.4017,0.059000000000000004,0.0091,0.0049,0.0035,0.0302,0.0,0.0084,0.3961,1,1392.0,,1392.0,,,,,,,,,,0.579,,0.5277,,0.2963,0.2697,0.3604,28900.0,0.41,0.35,10500.0,111.62558408249599,0.28125,0.1332,
13,South University-Montgomery,Montgomery,AL,0,3,4,3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0481,0.0,0.0,0.0,0.0,0.0,0.0,0.0962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7019,0.1058,0.0,0.0,394.0,0.297,0.6447,0.0203,0.0102,0.0025,0.0102,0.0,0.0,0.0152,0.3959,1,,20830.0,,,,,,20556.0,17791.0,,26892.0,26892.0,0.6696,0.3469,,,,0.7087,0.6109,33400.0,0.58,0.478,25000.0,265.77520019642003,0.2547585843,,0.0714
14,Enterprise State Community College,Enterprise,AL,0,2,2,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0099,0.0,0.0,0.0,0.0,0.0,0.0066,0.0099,0.0,0.4474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3684,0.0,0.0,0.0,0.0329,0.125,0.0,0.0,1357.0,0.6315,0.2432,0.0656,0.0184,0.0066,0.0029,0.0265,0.0,0.0052,0.395,1,4491.0,,3639.0,4191.0,6230.0,8472.0,8386.0,,,,,,0.4559,,0.555,,0.2923,0.1738,0.2896,31800.0,0.518,0.484,6676.0,70.97260946045209,0.42604166670000004,0.1392,
15,Coastal Alabama Community College,Bay Minette,AL,0,2,2,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0146,0.0,0.0,0.0,0.0,0.0081,0.0439,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.4829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0309,0.0016,0.0,0.0179,0.3057,0.0764,0.0,0.0,4189.0,0.6954,0.2148,0.0308,0.0138,0.0196,0.0017,0.0217,0.0012,0.001,0.3939,1,8050.0,,6657.0,7374.0,9611.0,10691.0,10839.0,,,,,,0.4406,,0.5322,,0.3689,0.4779,0.2598,29100.0,0.475,0.41,11000.0,116.941088086425,0.34899052329999997,0.1825,
16,Faulkner University,Montgomery,AL,0,3,4,2,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,430.0,570.0,450.0,550.0,430.0,510.0,500.0,500.0,470.0,18.0,23.0,16.0,24.0,16.0,22.0,,,21.0,20.0,19.0,,972.0,972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0194,0.0,0.0344,0.0,0.0,0.0,0.0,0.0194,0.0086,0.0237,0.0,0.0108,0.0,0.0,0.0,0.0344,0.0,0.0086,0.0,0.0,0.0172,0.157,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0194,0.643,0.0022,0.0,2297.0,0.4101,0.5037,0.0222,0.0044,0.0048,0.0026,0.02,0.0244,0.0078,0.2255,1,,18298.0,,,,,,19835.0,21835.0,20143.0,9556.0,16396.0,0.4727,0.5576,,0.5128,,0.6954,0.4353,35400.0,0.614,0.532,22850.0,242.918532979528,0.3081623745,,0.2683
17,Gadsden State Community College,Gadsden,AL,0,1,2,1,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0033,0.0,0.0,0.0,0.0059,0.0,0.0117,0.0309,0.0,0.0,0.1363,0.0,0.0226,0.0134,0.0,0.1798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0192,0.2258,0.0928,0.0,0.0,0.1848,0.0736,0.0,0.0,4540.0,0.6978,0.2035,0.0328,0.0062,0.0093,0.0011,0.0244,0.0216,0.0033,0.4557,1,3908.0,,3481.0,4437.0,5977.0,6381.0,,,,,,,0.5299,,0.5661,,0.4397,0.0,0.332,26700.0,0.379,0.349,,,,0.1779,
18,New Beginning College of Cosmetology,Albertville,AL,0,1,1,3,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.878,0.0122,0.1098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,8781.0,,,,,,8504.0,8880.0,11613.0,10149.0,9707.0,0.3409,,0.8545,,,0.4545,0.2747,,,,5900.0,62.7229472463552,0.4205607477,0.7338,
19,George C Wallace Community College-Dothan,Dothan,AL,0,2,2,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0144,0.0298,0.0,0.0,0.0842,0.0,0.0431,0.0,0.0,0.2341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041,0.0,0.0236,0.0,0.0,0.0318,0.0308,0.0749,0.0,0.0,0.385,0.0441,0.0,0.0,3904.0,0.636,0.2992,0.0315,0.0069,0.0036,0.0018,0.0192,0.0,0.0018,0.4974,1,3321.0,,3087.0,3421.0,5395.0,8097.0,,,,,,,0.5274,,0.5991,,0.4489,0.0,0.3422,24700.0,0.374,0.33899999999999997,,,,0.2036,
20,George C Wallace State Community College-Hanceville,Hanceville,AL,0,2,2,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0007,0.0,0.0,0.0,0.0,0.0,0.0222,0.0261,0.0,0.0,0.0523,0.0,0.0052,0.0072,0.0,0.1261,0.0,0.0,0.0,0.0,0.0725,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0,0.0007,0.1137,0.192,0.0052,0.0046,0.3285,0.0261,0.0,0.0,4857.0,0.8443,0.0622,0.0383,0.0066,0.0093,0.0002,0.0068,0.0099,0.0224,0.4635,1,6355.0,,5927.0,5981.0,8384.0,10542.0,10577.0,,,,,,0.4561,,0.6261,,0.4629,0.33299999999999996,0.2671,32200.0,0.537,0.47600000000000003,10500.0,111.62558408249599,0.43973941369999997,0.3637,
21,George C Wallace State Community College-Selma,Selma,AL,0,2,2,1,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0249,0.0524,0.0,0.0,0.0299,0.0,0.0,0.0,0.0,0.3666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1097,0.0274,0.1322,0.0,0.0,0.1546,0.1022,0.0,0.0,1397.0,0.2147,0.7402,0.0072,0.0021,0.0036,0.0,0.0057,0.0093,0.0172,0.3572,1,7161.0,,7154.0,6071.0,8740.0,8806.0,,,,,,,0.7237,,0.5641,,0.3492,0.0,0.2753,23300.0,0.376,0.305,,,,0.1709,
22,Herzing University-Birmingham,Birmingham,AL,0,1,4,3,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0171,0.0,0.0,0.0,0.0114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9429,0.0229,0.0,0.0,481.0,0.34299999999999997,0.5156,0.0125,0.0021,0.0042,0.0,0.0582,0.0,0.0644,0.6237,1,,21154.0,,,,,,22471.0,20078.0,20808.0,20048.0,19195.0,0.525,,,,,0.7083,0.7147,37800.0,0.5660000000000001,0.49700000000000005,23139.5,245.996209797802,0.3041105434,,0.3111
23,Huntingdon College,Montgomery,AL,0,3,3,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,420.0,525.0,425.0,525.0,,,473.0,475.0,,19.0,24.0,18.0,24.0,17.0,23.0,,,22.0,21.0,20.0,,1001.0,1001.0,0.0,0.0,0.0,0.0,0.0442,0.0,0.0,0.0,0.0643,0.0,0.0,0.0,0.0,0.0,0.0281,0.0,0.0,0.0924,0.0201,0.0,0.0,0.1205,0.004,0.008,0.008,0.0,0.0482,0.008,0.0,0.0361,0.0,0.0,0.0,0.0,0.0241,0.0402,0.4378,0.0161,0.0,1140.0,0.6421,0.2114,0.0395,0.0035,0.0088,0.0009,0.0421,0.0018,0.05,0.2281,1,,20359.0,,,,,,16878.0,20310.0,21747.0,22610.0,23154.0,0.4425,0.6367,,,,0.7093,0.2196,39900.0,0.612,0.573,27000.0,287.037216212134,0.5146036160999999,,0.3996
24,Heritage Christian University,Florence,AL,0,3,4,2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,,,,,300.0,560.0,,,430.0,,,,,,,11.0,12.0,,,,12.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.72,0.14,0.0,0.02,0.04,0.0,0.04,0.02,0.02,0.56,1,,9009.0,,,,,,9499.0,9221.0,8659.0,,,0.569,,,,,0.2586,0.5862,,,,,,,,
25,J. F. Drake State Community and Technical College,Huntsville,AL,0,1,2,1,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0802,0.2217,0.0,0.0,0.1981,0.0,0.0,0.0,0.0,0.0142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0189,0.0755,0.0,0.0,0.2123,0.1462,0.0,0.0,794.0,0.3401,0.5655,0.0239,0.005,0.0088,0.0,0.0277,0.0227,0.0063,0.4295,1,6382.0,,6180.0,6568.0,8828.0,7588.0,,,,,,,0.6024,,0.3838,,0.3028,0.0,0.4769,23800.0,0.369,0.29600000000000004,,,,0.1547,
26,J F Ingram State Technical College,Deatsville,AL,0,1,1,1,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0164,0.0,0.0,0.0,0.0,0.0,0.0,0.1549,0.0,0.0,0.0202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2746,0.2469,0.2708,0.0,0.0,0.0,0.0164,0.0,0.0,446.0,0.509,0.4753,0.0135,0.0,0.0022,0.0,0.0,0.0,0.0,0.1368,1,,,,,,,,,,,,,0.0,,0.7879,,,0.0,,,,,,,,0.3739,
27,Jacksonville State University,Jacksonville,AL,0,3,4,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,430.0,570.0,440.0,550.0,,,500.0,495.0,,20.0,26.0,20.0,28.0,18.0,25.0,,,23.0,24.0,22.0,,1062.0,1062.0,0.0,0.0,0.0,0.0,0.0375,0.0,0.0137,0.0,0.10099999999999999,0.0,0.0267,0.0022,0.026000000000000002,0.0,0.0231,0.0505,0.0,0.0491,0.013000000000000001,0.0,0.0,0.0043,0.0,0.0,0.0079,0.0,0.0253,0.0556,0.0606,0.0346,0.0,0.0,0.0,0.0,0.0397,0.259,0.1436,0.0267,0.0,6714.0,0.72,0.1939,0.0107,0.0063,0.0071,0.0007,0.0,0.0262,0.035,0.1969,1,17664.0,,15219.0,16706.0,19669.0,20548.0,20750.0,,,,,,0.3932,0.7626,,0.4318,,0.6435,0.1814,35800.0,0.5479999999999999,0.515,23500.0,249.828688184635,0.4210392257,,0.3329
28,Jefferson Davis Community College,Brewton,AL,0,2,2,1,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0489,0.0,0.0,0.0865,0.0,0.0,0.0,0.0,0.3346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.094,0.1241,0.0,0.0,0.282,0.0263,0.0,0.0,955.0,0.5717,0.3026,0.0105,0.0199,0.0168,0.0,0.022000000000000002,0.0,0.0565,0.4262,1,5689.0,,5491.0,5492.0,7724.0,,,,,,,,0.5228,,0.5078,,0.5275,0.0,0.3843,26200.0,0.452,0.40299999999999997,,,,0.2887,
29,Jefferson State Community College,Birmingham,AL,0,2,2,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0614,0.0747,0.0,0.0,0.0949,0.0,0.0544,0.0,0.0,0.2331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575,0.1982,0.0,0.0,7256.0,0.6458,0.2348,0.0409,0.0196,0.0034,0.001,0.031,0.0227,0.0007,0.6163,1,9981.0,,8716.0,9688.0,11603.0,12930.0,13560.0,,,,,,0.2959,,0.5493,,0.4273,0.1784,0.3118,30600.0,0.534,0.48,7368.0,78.329267001889,0.4485852312,0.0804,
30,John C Calhoun State Community College,Tanner,AL,0,2,2,1,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0268,0.0,0.0,0.0,0.0,0.0,0.0381,0.0097,0.0,0.0,0.1554,0.0,0.0131,0.0,0.0,0.3916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0245,0.0,0.0142,0.0,0.0159,0.2277,0.0831,0.0,0.0,8414.0,0.6585,0.1913,0.0492,0.0227,0.0141,0.0006,0.0454,0.0088,0.0093,0.5876,1,5206.0,,3750.0,5097.0,6962.0,8931.0,9436.0,,,,,,0.35600000000000004,,0.6205,,0.4335,0.2602,0.3488,28000.0,0.45399999999999996,0.415,10592.5,112.608952323223,0.38055344,0.161,
